AVERAGE CITATIONS PER YEAR
  Publish Year    Ave. Citations    No. of Papers
Environmental Sciences & Ecology                     50.614           49.6939              52.1456              78987
Life Sciences & Biomedicine - Other Topics           48.3628          48.2227              48.2775              18573
Zoology                                              46.3294          46.092               46.2188              58943
Environmental Sciences & Ecology                     46.118           45.9243              46.0596             179466
Plant Sciences                                       45.2441          40.092               41.7645             109697
Forestry                                             42.1777          35.5775              45.932                4795
Geriatrics & Gerontology                             42.1168           8.2054              16.1365               4411
Criminology & Penology                               41.9828           0.258621            15.6897                 58
Robotics                                             40.4675           4.73193             33.5224               1093
Mathematics                                          39.6102          32.4569              33.1384             117398
Meteorology & Atmospheric Sciences                   39.5107          24.85                39.9435               2814
Biophysics                                           38.1538          38.0619              38.0732              88507
Microbiology                                         37.4636          37.3717              37.3922              42319
Gastroenterology & Hepatology                        37.3084           0.237885             5.64317               227
Criminology & Penology                               37.265            4.31195             12.8523               4286
Medical Informatics                                  36.952           32.7282              34.4129              14216
Microbiology                                         36.8134          36.4773              36.6436              14379
Mathematical & Computational Biology                 36.7379          36.7074              36.7139              14776
Communication                                        36.5688           1.76923             17.8565               1547
Medical Laboratory Technology                        36.5538           0.302789             6.92032               251
Biophysics                                           35.6301          35.1835              35.5788               3777
Meteorology & Atmospheric Sciences                   35.3481          35.2998              35.3169              20899
Construction & Building Technology                   35.3454           4.70174             38.878                1549
Sport Sciences                                       34.8209           1.06244             17.8684               3892
Mathematical & Computational Biology                 34.6281          34.5802              34.6043              20966
Operations Research & Management Science             34.4515          33.628               36.4457              15361
Evolutionary Biology                                 33.9905          33.9985              34.0362              39735
Water Resources                                      33.6187          31.9802              33.907               12167
Evolutionary Biology                                 33.4437          33.1534              33.4167               9189
Physical Geography                                   32.9697          28.295               30.176               11694
Biotechnology & Applied Microbiology                 32.541           32.2524              32.3192              46117
Nutrition & Dietetics                                32.4245          26.2378              27.899               36456
Orthopedics                                          32.3203          32.1599              32.245               10906
Energy & Fuels                                       31.021           30.6253              30.7508               6440
Cardiovascular System & Cardiology                   30.9369          22.9199              23.8128               1934
Endocrinology & Metabolism                           30.9134          19.8835              21.4107               3545
Science & Technology - Other Topics                  30.8886          29.9504              31.2461              32811
Behavioral Sciences                                  30.4898          21.6651              25.1831              18899
Developmental Biology                                30.1284          29.7896              29.8192              18985
Oncology                                             30.0298          27.7319              28.0118               4326
Business & Economics                                 29.9604          29.8785              30.049              250865
Psychiatry                                           29.8279          26.9188              27.6518             115232
Psychology                                           29.748           28.6907              29.2621             248189
Substance Abuse                                      28.9506           5.68442             13.4559               2573
Oncology                                             28.9465          28.9389              28.9449             228973
Marine & Freshwater Biology                          28.8071          28.7869              28.8084              44318
Microscopy                                           28.7448           0.718103            14.6385               3668
Physiology                                           28.7409          26.4838              27.1344             148866
Immunology                                           28.4562          27.207               27.4329              89195
Geology                                              28.0974          26.5164              29.385               21065
Geology                                              28.0779          28.0269              28.039               23768
Dentistry, Oral Surgery & Medicine                   27.9136          27.868               27.9056              80756
Entomology                                           27.7179          19.8274              24.063                7034
Family Studies                                       27.7124          27.5381              27.8505              13229
Rheumatology                                         27.7081           0.227027             3.8                   370
Agriculture                                          27.6656          22.9494              28.1904               6538
Radiology, Nuclear Medicine & Medical Imaging        27.6473          27.4473              27.4798              35837
Materials Science                                    27.5648          27.5781              27.6113              50841
Spectroscopy                                         27.4315          12.1985              27.8267              11841
Social Issues                                        27.14            26.1009              27.28                 9094
Virology                                             27.0888           4.21473              8.80754             13743
Parasitology                                         26.995           26.4448              26.5625               3008
Paleontology                                         26.7045           0.321925             7.47772              2805
Biochemistry & Molecular Biology                     26.1068          26.0056              26.0394             591168
Materials Science                                    26.1061          26.1063              26.1063              55205
Food Science & Technology                            25.8851          25.8492              25.8635              58108
Cell Biology                                         25.8549          24.2026              24.5891              90533
Spectroscopy                                         25.7898          25.7614              25.8017              26186
Plant Sciences                                       25.7618          25.749               25.7523              23160
Health Care Sciences & Services                      25.7362          18.3354              20.8536              27760
Mechanics                                            25.7065          25.5949              25.6929              10410
Psychology                                           25.663           24.9111              25.3684              85392
Psychiatry                                           25.5401          17.5374              18.6839              43978
Substance Abuse                                      25.5377          15.4148              17.9648              33132
Otorhinolaryngology                                  25.1744          24.8615              24.9057              23906
Neurosciences & Neurology                            25.1724          24.6388              24.6987             412658
Instruments & Instrumentation                        24.9014          11.7571              28.0549               6287
Paleontology                                         24.6445          12.4356              14.4699                962
Fisheries                                            24.5553          22.0965              24.6913              49814
Energy & Fuels                                       24.5261          14.1259              25.5304               3978
Computer Science                                     23.9359          24.5627              33.5856               3183
Music                                                23.8235           0.308824             9.44853               136
Behavioral Sciences                                  23.7796          19.7401              22.1969              15895
Microscopy                                           23.3999           0.645076            10.8527               5697
Transportation                                       23.3889           8.87741             25.0618               3271
Developmental Biology                                23.2137          23.1053              23.1219              13648
Entomology                                           23.2133          22.2139              23.4817              22197
Public, Environmental & Occupational Health          23.0688          21.9061              22.7087              45647
Zoology                                              23.0434          18.866               22.3132              25586
Science & Technology - Other Topics                  23.0425          22.2128              25.87                51068
Neurosciences & Neurology                            23.0413          22.3888              22.7301             146684
Urology & Nephrology                                 22.9975          22.403               22.6008              10327
Toxicology                                           22.9702          22.8476              22.9049               4061
Obstetrics & Gynecology                              22.8979          21.1248              21.6016              24682
Social Work                                          22.8382          15.0098              17.4673              15392
Research & Experimental Medicine                     22.6835          22.0803              22.1822              55911
Chemistry                                            22.4191          22.4154              22.4236             132661
Urban Studies                                        22.4182          20.969               22.4682               5643
Cell Biology                                         22.2399          22.0159              22.0477             311649
Polymer Science                                      22.233           20.3838              23.2748              75069
Food Science & Technology                            22.0165          21.9175              22.1751              68642
Chemistry                                            21.9662          21.9109              21.9254              99184
Anatomy & Morphology                                 21.7119          21.4245              21.5781              48683
Endocrinology & Metabolism                           21.621           21.5701              21.5886             136934
Family Studies                                       21.4618          15.1253              17.4127              10131
Agriculture                                          21.401           21.0956              21.457              179184
Research & Experimental Medicine                     21.1012          20.8496              20.9557              37307
Polymer Science                                      20.9889          20.9731              20.9756              22521
Sociology                                            20.9578          20.4531              20.8684              29709
Demography                                           20.9116          17.7635              19.5431              10977
Audiology & Speech-Language Pathology                20.8951          10.8476              17.5724               3662
Genetics & Heredity                                  20.7803          18.9101              19.8882              51182
Physics                                              20.6649          19.2049              25.64                29023
Water Resources                                      20.5424          18.406               21.0697              27792
Biotechnology & Applied Microbiology                 20.4979          20.2531              20.3468              20434
Engineering                                          20.4344          18.9271              20.5372              75641
Acoustics                                            20.0705          17.0784              17.4099              23076
Virology                                             19.8918          19.2505              19.3593               6368
Nutrition & Dietetics                                19.794           19.7405              19.7673              14275
Philosophy                                           19.1972          19.1961              19.1964               3697
Pharmacology & Pharmacy                              19.1191          19.0904              19.1922             172941
Otorhinolaryngology                                  18.722           16.3702              16.6894              33352
Mathematics                                          18.4979          17.7434              17.9106              53856
Information Science & Library Science                18.4911          10.9955              32.0539               3321
Biochemistry & Molecular Biology                     18.2982           0.0963303            2.83945               218
Radiology, Nuclear Medicine & Medical Imaging        17.9971          17.9966              17.997               88824
Genetics & Heredity                                  17.997           17.5941              17.8106              53330
Automation & Control Systems                         17.9117          18.0089              19.4083              20523
Engineering                                          17.8764          17.8765              17.8765             238968
Public, Environmental & Occupational Health          17.8615          16.2747              16.8176              83635
Emergency Medicine                                   17.7506           7.68071              9.32782             11964
Nursing                                              17.6996          17.3125              17.4593             124675
Pathology                                            17.5051          17.2725              17.292               84851
Surgery                                              17.4803          17.48                17.4801              65410
Archaeology                                          17.2444          16.9605              17.1117               9027
Archaeology                                          17.2168          14.9121              15.2961               5096
Information Science & Library Science                17.1984           4.2882              18.5236               3619
Infectious Diseases                                  16.9536          16.1353              16.3047               9603
General & Internal Medicine                          16.8548          10.1214              11.9443               6605
Toxicology                                           16.7151          16.5358              16.5754              44401
Mineralogy                                           16.5911           0.975949            15.1                   790
Legal Medicine                                       16.5675          11.2226              14.0485              12094
Geriatrics & Gerontology                             16.3772          16.2679              16.3768             122986
Government & Law                                     16.2852          12.0147              12.893               51938
Operations Research & Management Science             16.0796          13.4633              16.1509               4399
Business & Economics                                 16.0733          15.1817              16.2368              61380
General & Internal Medicine                          15.9165          15.8062              15.8805             100379
Reproductive Biology                                 15.6074          10.8814              11.7362              23576
Mycology                                             15.393           15.3078              15.3298              16752
Health Care Sciences & Services                      15.3679          12.6944              13.7888              49146
Allergy                                              15.2348          14.935               15.0096              61280
Pathology                                            15.179            9.6307              10.793                7460
Gastroenterology & Hepatology                        15               14.9963              15.0005              87758
Immunology                                           14.9367          14.6426              14.7158              62487
Dermatology                                          14.9235          14.9235              14.9247              21675
Forestry                                             14.9096           0.747893            15.9341               1305
Ophthalmology                                        14.9051           0.055336             2.5336                253
Education & Educational Research                     14.6364          14.6364              14.6364             109490
Computer Science                                     14.3785          13.896               15.2516              51591
Pharmacology & Pharmacy                              14.1562           7.69083              8.50911             61449
Public Administration                                14.0451          13.6201              13.9673              39272
Physiology                                           14.0073          10.924               12.5329              21375
Sociology                                            13.9807          10.877               12.3562              25547
Hematology                                           13.7808          12.0796              12.2737             136365
Tropical Medicine                                    13.489           13.4004              13.4332              10913
Sport Sciences                                       13.4125           0.300065             6.99322              3096
Construction & Building Technology                   13.1664          13.1119              13.2254               1340
Linguistics                                          13.0907          12.3602              13.0048              32125
Remote Sensing                                       13.0327           4.78536              9.94598              1407
Rehabilitation                                       12.9747          10.2977              12.3963               4948
Veterinary Sciences                                  12.9693          12.6273              12.8721              34796
Anesthesiology                                       12.7693           9.10212              9.52654             52891
Public Administration                                12.7431          11.8808              12.7309              17552
Pediatrics                                           12.6805          12.1765              12.312               86837
Cardiovascular System & Cardiology                   12.6695          12.3144              12.3822              90297
Geography                                            12.3715          11.7357              12.5545               8859
Geochemistry & Geophysics                            12.274           11.3673              11.9669              18893
Obstetrics & Gynecology                              12.1799           8.69917              9.19624             57909
Nursing                                              11.9761          11.0633              11.6292              13384
Imaging Science & Photographic Technology            11.6437          11.6112              11.6477               8478
History & Philosophy of Science                      11.5745           0.319149             5.80851               141
Rehabilitation                                       11.4624          11.1057              11.5244              24812
Development Studies                                  11.3009          10.8951              11.1885              22396
Surgery                                              11.2008          10.6488              10.7723              22978
Geography                                            11.1394           8.66311              9.78937             46433
Biomedical Social Sciences                           11.1159          10.6598              11.0439              59540
Medical Laboratory Technology                        10.9145           9.18223              9.65183             13818
Parasitology                                         10.7447           0.0638298            1.91489                47
Social Issues                                        10.7401           7.57944             10.2409               8591
Pediatrics                                           10.5923           6.18461              7.09654             60462
Transplantation                                      10.4071          10.1695              10.2033              30257
Government & Law                                     10.1704          10.1703              10.1703              22211
Social Sciences - Other Topics                       10.0818          10.0818              10.0818              28509
Urology & Nephrology                                  9.85069          7.96032              8.18646             64448
International Relations                               9.75804          6.00958              8.60799              9084
Dermatology                                           9.6099           9.59192              9.59356            117625
Women's Studies                                       9.60056          1.79771              7.15945              4271
Medical Informatics                                   9.6              0.4                  4.5                    20
Astronomy & Astrophysics                              9.53846          0.153846             4.38462                26
Telecommunications                                    9.4531           8.13682              9.36347             15341
Ophthalmology                                         9.41574          4.45011              5.36053             27640
Veterinary Sciences                                   9.29001          8.42728              8.77413            121608
Social Work                                           9.22793          6.48403              9.28397              3194
Electrochemistry                                      8.87838          3.62162             16.6351                 74
Infectious Diseases                                   8.82976          7.9604               8.17802              8864
Robotics                                              8.74409          8.61181              8.64409              1270
Integrative & Complementary Medicine                  8.67052          0.99422              6.87283               173
Telecommunications                                    8.47682          6.85976              7.33074              2567
History & Philosophy of Science                       8.4475           2.81184             21.2255               1419
Medical Ethics                                        8.09957          6.6132               7.86485             18268
Education & Educational Research                      8.09939          5.94391              6.61384              9307
Rheumatology                                          7.87646          7.86643              7.87104             37509
Optics                                                7.78922          7.8136               7.87476             27612
Respiratory System                                    7.75302          7.72167              7.72509             24877
Mycology                                              7.67308          5.00641              5.11538               156
Anthropology                                          7.65751          6.0512               6.38044             82520
International Relations                               7.61186          0.887466            11.0842               1484
Religion                                              7.35149          6.96535              7.40351             24470
Physics                                               7.30994          3.88012             16.0482                684
Instruments & Instrumentation                         6.52096          0.323353             1.36527               167
Linguistics                                           6.43791          5.22513              5.93928             13850
Life Sciences & Biomedicine - Other Topics            6.24896          5.95982              6.10625            206982
Philosophy                                            6.04069          0.81559              1.48264             27184
Thermodynamics                                        5.81792          5.4724               5.82222              1395
Social Sciences - Other Topics                        5.78367          5.78357              5.78357             29330
Respiratory System                                    5.69663          4.85489              5.26578             18937
Hematology                                            5.56628          5.14783              5.19298             38361
Ethnic Studies                                        5.38421          1.54554              5.96948              2064
Music                                                 4.22745          0.0431373            0.934641              765
Legal Medicine                                        3.86986          2.58904              4.84247               146
History                                               3.61331          2.00667              2.69166             24878
Art                                                   3.57044          2.77891              4.97516              4912
Area Studies                                          3.5469           2.18999              3.92807              5895
Women's Studies                                       2.61214          0.600264             7.12137               758
Asian Studies                                         2.36126          0.021153             0.647864             2411
Astronomy & Astrophysics                              2.2035           0.00673854           0.579515              742
Cultural Studies                                      2.1643           1.00871              1.75559             11485
Arts & Humanities - Other Topics                      1.82823          1.76929              1.81145             20615
History                                               1.75197          1.61088              1.69702             50136
Architecture                                          1.7487           0.803109             3.75389               386
Literature                                            1.23559          1.10991              1.32216             10026
Ethnic Studies                                        1                0                    0                       1
Religion                                              0.726665         0.728726             0.886554            19895
Literature                                            0.426298         0.0114277            0.316794             6913
Demography                                            0.111111         0                    0.518519               27
Electrochemistry                                      0.0952381        4.33333              4.33333                21

AVERAGE CITATIONS PER AUTHOR COUNTRIES
Country                                         Ave. Citations    No. of Papers
--------------------------------------------  ----------------  ---------------
Paraguay                                               48.5243             7538
Christmas Island                                       46.6765             3323
Tajikistan                                             46.1753             6160
Wallis and Futuna                                      44.1755             1738
Burundi                                                40.8589           218845
Syrian Arab Republic                                   40.7291            66230
Tanzania, United Republic of                           39.3122            21429
Bolivia, Plurinational State of                        38.8334            89066
British Indian Ocean Territory                         38.4361           293685
Palestine, State of                                    38.2933            73413
Faroe Islands                                          38.1262            59332
Nauru                                                  37.7741           134549
Åland Islands                                          37.2934            35000
Honduras                                               37.2581            47898
Mauritania                                             37.1091           107105
Georgia                                                36.6125           254170
Romania                                                36.534            310187
Guatemala                                              36.4226            42741
Trinidad and Tobago                                    36.315             80542
Niger                                                  36.2011           360270
Congo                                                  36.1952            11019
Kenya                                                  36.0421            69731
Moldova, Republic of                                   35.9674           226778
Seychelles                                             35.9262           396311
Luxembourg                                             35.805             59156
Zambia                                                 35.801              4552
Norfolk Island                                         35.742             29318
Lithuania                                              35.4429           104844
Guinea                                                 35.2125            54062
Switzerland                                            35.1012           641388
Nicaragua                                              35.0774           883304
Falkland Islands (Malvinas)                            35.0396             3204
Bhutan                                                 34.977             26811
Ecuador                                                34.9334           203098
Portugal                                               34.8922           673364
Sudan                                                  34.8667            69985
Eritrea                                                34.8049           469367
Western Sahara                                         34.792             54709
Sao Tome and Principe                                  34.7468           564005
Montenegro                                             34.6933           425629
New Caledonia                                          34.609            335472
Tonga                                                  34.5723           271591
Côte d'Ivoire                                          34.5667           239760
Samoa                                                  34.549              7765
Gabon                                                  34.4755           163515
Venezuela, Bolivarian Republic of                      34.4623           107633
Morocco                                                34.4479           581066
Réunion                                                34.284            360554
North Macedonia                                        34.2766             5752
Marshall Islands                                       34.2497            11744
Macao                                                  34.1905           240421
United States Minor Outlying Islands                   34.1662           161568
Cook Islands                                           34.1247            53370
Afghanistan                                            34.1119            35559
Ethiopia                                               34.1099           209311
Antigua and Barbuda                                    34.0453           108917
Austria                                                33.9681           437890
Namibia                                                33.9025           258718
Somalia                                                33.6735           106462
Puerto Rico                                            33.6379            79917
Timor-Leste                                            33.5523            89040
Liechtenstein                                          33.472            273800
Suriname                                               33.468             76616
Sierra Leone                                           33.4257            40026
United Kingdom                                         33.3895             5515
Jamaica                                                33.2905             7908
Yugoslavia                                             33.2687            31802
Canada                                                 33.1264          1144194
Sweden                                                 33.1011           446649
Belarus                                                33.0642             5326
Albania                                                33.0636           392084
Dominica                                               32.9622            21860
Germany                                                32.9561          1241606
Haiti                                                  32.8937            18309
Yemen                                                  32.889             13325
Belgium                                                32.8117           249459
Gibraltar                                              32.7846            56481
Kiribati                                               32.7431            42928
Serbia                                                 32.6535           211148
Türkiye                                                32.645            337426
Lesotho                                                32.6149            49507
Mongolia                                               32.6089           111263
Slovenia                                               32.5953           188255
Mauritius                                              32.5815            58799
Belize                                                 32.5749             1322
Azerbaijan                                             32.5677            80911
Malta                                                  32.5057            27390
Colombia                                               32.5              426376
Solomon Islands                                        32.4991            31694
Jordan                                                 32.4774            41917
Andorra                                                32.4669           445496
French Polynesia                                       32.4335             6621
Eswatini                                               32.4119             2918
Saint Helena, Ascension and Tristan da Cunha           32.3451           107469
El Salvador                                            32.123             15754
Armenia                                                32.1026           224403
Thailand                                               32.1023           309487
Dominican Republic                                     32.0097            95900
Iceland                                                31.8962           246354
Virgin Islands, U.S.                                   31.8503           105895
Bonaire, Sint Eustatius and Saba                       31.6773             3418
Northern Mariana Islands                               31.6702            43539
Myanmar                                                31.6091            51927
Indonesia                                              31.5446           138050
Israel                                                 31.5304           409164
Costa Rica                                             31.5292            87864
Norway                                                 31.5263           239903
Holy See (Vatican City State)                          31.5239           170172
Lao People's Democratic Republic                       31.5114           528383
Lebanon                                                31.4844            45521
Argentina                                              31.4672           449091
Panama                                                 31.4463           420856
United States                                          31.4068          3596531
Peru                                                   31.3743           140897
Isle of Man                                            31.3722           132259
Bosnia and Herzegovina                                 31.2991           106271
Russian Federation                                     31.2864            60043
Mayotte                                                31.282             17629
South Georgia and the South Sandwich Islands           31.2795            21180
Nigeria                                                31.2146           337467
Saudi Arabia                                           31.1867          3651153
Saint Barthélemy                                       31.151             41528
Oman                                                   31.1352            94835
Aruba                                                  31.1184            24305
Netherlands                                            31.0834           298867
Estonia                                                31.053            141549
Cambodia                                               31.0054            14382
Philippines                                            30.9369           167015
Bahamas                                                30.7497            51472
Togo                                                   30.6203            10431
Angola                                                 30.452             32307
American Samoa                                         30.4068           219507
India                                                  30.3557           901200
Grenada                                                30.3459             5296
Libya                                                  30.1706            59439
Chile                                                  30.0561           162886
South Sudan                                            30.0457            86505
Anguilla                                               30.0064           101717
Cayman Islands                                         29.9207            55214
Rwanda                                                 29.8354            18669
Scotland                                               29.8062            99076
Bulgaria                                               29.7685            17091
Uganda                                                 29.757             25269
Finland                                                29.7135           152993
French Southern Territories                            29.7013             7396
Comoros                                                29.5865            29030
Turks and Caicos Islands                               29.4953            12819
Spain                                                  29.3997           663609
Cuba                                                   29.3473            40852
Brunei Darussalam                                      29.2067             9078
Guam                                                   29.2035            24331
France                                                 29.1668           526050
Saint Kitts and Nevis                                  29.1463             6140
Cyprus                                                 29.1083            15374
San Marino                                             29.0424            23603
Ghana                                                  29.0056            54960
French Guiana                                          28.8345             2913
Greece                                                 28.8186           148238
Ireland                                                28.7878           153691
Cabo Verde                                             28.7426            11625
Northern Ireland                                       28.6537             6745
Bermuda                                                28.538             12381
Bahrain                                                28.5186             9295
Jersey                                                 28.4898            26840
England                                                28.212            962845
Tunisia                                                28.1487           112549
Malawi                                                 28.0836             2860
Turkey                                                 28.0775           426323
Barbados                                               28.0262            13798
Guyana                                                 27.8828            20542
Liberia                                                27.8178             6515
Italy                                                  27.8148           603660
Greenland                                              27.7857           163193
Wales                                                  27.7773            69964
Antarctica                                             27.7226            12720
Slovakia                                               27.5683            44465
Turkmenistan                                           27.5375            11984
Denmark                                                27.4777           151870
Pakistan                                               27.1331            41991
Central African Republic                               27.008             17022
Niue                                                   26.9901            32206
Congo, The Democratic Republic of the                  26.9112            12111
Guinea-Bissau                                          26.7112             2247
Latvia                                                 26.6767             9301
Guernsey                                               26.5378             4911
Benin                                                  26.2784             9830
New Zealand                                            26.2753            72940
Botswana                                               26.2619             3032
Saint Martin (French part)                             26.1812             4199
Senegal                                                26.1753            17838
Burkina Faso                                           26.1068             3454
South Africa                                           25.9654            60612
Poland                                                 25.9585           162825
Uruguay                                                25.9467            10471
Tuvalu                                                 25.904              1667
Gambia                                                 25.8679             6573
Cameroon                                               25.866             25420
Tokelau                                                25.609              2082
