AVERAGE CITATIONS PER YEAR
  Publish Year    Ave. Citations    No. of Papers
New Zealand                                           19.5555              2245
Saint Barthélemy                                      19.5163               918
Sweden                                                19.504              15674
Burundi                                               19.4928              4207
Dominican Republic                                    19.4675              1799
Kenya                                                 19.4448              1812
Albania                                               19.4169              8683
England                                               19.2045             31868
Congo                                                 19.1663               469
Greenland                                             19.1016              3119
Indonesia                                             19.0937              5124
Rwanda                                                19.0613               408
Réunion                                               19.0057              9093
Lesotho                                               18.9928              1535
Mauritania                                            18.9437              4711
Åland Islands                                         18.9352               833
Dominica                                              18.9351               663
Germany                                               18.9279             33292
Bouvet Island                                         18.8975               244
Togo                                                  18.8754               289
Gibraltar                                             18.7845              2195
Finland                                               18.6352              5438
Eritrea                                               18.5979             11575
Wales                                                 18.5892              2101
Nicaragua                                             18.4627             19964
Switzerland                                           18.4612             16604
Lao People's Democratic Republic                      18.4482             12125
Azerbaijan                                            18.4147              2662
Faroe Islands                                         18.3338              1582
Colombia                                              18.3038             12055
Trinidad and Tobago                                   18.2531              1964
Macao                                                 18.2136              4943
Denmark                                               18.2027              4657
Jersey                                                18.1598               676
Central African Republic                              18.1515               647
Montenegro                                            18.1042              7832
Bermuda                                               18.0918               719
Côte d'Ivoire                                         18.0751              8580
Congo, The Democratic Republic of the                 18.0613               718
Yugoslavia                                            18.0605              1009
Cook Islands                                          18.0422              1067
United Kingdom                                        18.0386               311
Uruguay                                               17.9538               368
Brunei Darussalam                                     17.9462               372
Malawi                                                17.9228               246
Lithuania                                             17.8458              3042
Costa Rica                                            17.7589              3327
Tonga                                                 17.7553              5839
Guam                                                  17.7449              1039
Austria                                               17.7409             12142
Peru                                                  17.629               4938
Antigua and Barbuda                                   17.6255              2774
Mongolia                                              17.6089              2723
Seychelles                                            17.5517              9383
Palestine, State of                                   17.4171              2105
Iceland                                               17.4129              7811
Malta                                                 17.3838              1248
Philippines                                           17.3638              4640
Bahamas                                               17.363               1391
Türkiye                                               17.3593             12139
Niger                                                 17.3393              9267
Viet Nam                                              17.3306              1942
Timor-Leste                                           17.3213              1808
Norway                                                17.256               7766
Italy                                                 17.2083             39334
Virgin Islands, U.S.                                  17.2056              3224
South Sudan                                           17.1405              3530
Sao Tome and Principe                                 17.1347             14030
Portugal                                              17.1203             16737
Slovenia                                              17.0838              7389
Armenia                                               17.03                5699
Aruba                                                 17.0139               792
Nauru                                                 16.9966              6856
Andorra                                               16.996               9148
Afghanistan                                           16.9265              1674
Angola                                                16.8891              1082
United States Minor Outlying Islands                  16.8646              5385
Ghana                                                 16.7963              2140
Argentina                                             16.796              12181
Estonia                                               16.6385              3997
Tunisia                                               16.6381              4698
Greece                                                16.629               7545
Spain                                                 16.5965             26826
Tanzania, United Republic of                          16.5464               851
Mali                                                  16.5213              1289
Kiribati                                              16.5173              1477
Palau                                                 16.5116                43
France                                                16.4978             24365
Heard Island and McDonald Islands                     16.4781               389
Chile                                                 16.4703              4195
Zambia                                                16.3951               205
Guatemala                                             16.3547               671
Somalia                                               16.3188              2591
Turkmenistan                                          16.2977               655
Guernsey                                              16.2165               231
Nigeria                                               16.1752             11079
Russian Federation                                    16.1595              1887
Mozambique                                            16.1481               108
Bangladesh                                            16.137               1416
Hungary                                               16.102               4904
Bonaire, Sint Eustatius and Saba                      16.0513               117
Myanmar                                               16.0412              1286
Romania                                               16.0306              8436
Mauritius                                             16.0263              1446
South Africa                                          16.0237              4767
Puerto Rico                                           15.9976              2941
Suriname                                              15.9488              2577
Wallis and Futuna                                     15.9333                60
Haiti                                                 15.9267               600
Bosnia and Herzegovina                                15.9094              3410
Sierra Leone                                          15.9017              1434
Montserrat                                            15.8818              3096
Slovakia                                              15.8633              2692
Guyana                                                15.8407               546
Namibia                                               15.8265              7948
Northern Ireland                                      15.8053               375
Lebanon                                               15.804               1398
Pitcairn                                              15.7944               462
Oman                                                  15.7714              4225
French Southern Territories                           15.7605               238
Bahrain                                               15.7567               522
Saint Helena, Ascension and Tristan da Cunha          15.7095              2719
Madagascar                                            15.6852              1509
American Samoa                                        15.674               7479
Marshall Islands                                      15.6637               333
Norfolk Island                                        15.5899              1007
Anguilla                                              15.5007              3569
Monaco                                                15.4182              2243
Cocos (Keeling) Islands                               15.3982              4452
Isle of Man                                           15.3207              4581
Croatia                                               15.2903              2191
Guinea                                                15.1945              4601
Cuba                                                  15.1712              1659
Serbia                                                15.1098              9171
Belarus                                               15.0726               234
San Marino                                            15.0683              1156
Ethiopia                                              14.989               6156
Solomon Islands                                       14.9781              1051
Turkey                                                14.9626             21055
Saint Lucia                                           14.9552              1138
Korea, Democratic People's Republic of                14.8846               104
Botswana                                              14.7563               197
Libya                                                 14.7497              1542
Honduras                                              14.7055              2241
Saint Kitts and Nevis                                 14.6535               381
Jamaica                                               14.5935               214
Antarctica                                            14.5339               487
Liberia                                               14.5311               482
Uganda                                                14.4845              1581
Yemen                                                 14.4466               309
Iran, Islamic Republic of                             14.4373             26648
South Georgia and the South Sandwich Islands          14.4139              1539
Malaysia                                              14.3934              3686
Korea, Republic of                                    14.3252             12378
Saint Pierre and Miquelon                             14.306               1023
Northern Mariana Islands                              14.284               2120
Pakistan                                              14.2622              4210
Grenada                                               14.2511               223
Saint Martin (French part)                            14.2045               220
Chad                                                  14.0696              1049
Ecuador                                               14.0098             10482
Sri Lanka                                             13.9587               387
Cameroon                                              13.9321              1458
Jordan                                                13.9276              1712
Brazil                                                13.9085             14555
Niue                                                  13.899               1445
Mexico                                                13.7348              5664
Taiwan, Province of China                             13.7283              7874
Svalbard and Jan Mayen                                13.7105                76
Comoros                                               13.5337              1765
Zimbabwe                                              13.4807               233
Turks and Caicos Islands                              13.4315               642
Maldives                                              13.3629               463
Qatar                                                 13.342                541
Thailand                                              13.305              10696
Mayotte                                               13.2543               763
Nepal                                                 13.1497              1062
Poland                                                13.1046              9947
Cyprus                                                12.9778               720
India                                                 12.9488             52584
Tuvalu                                                12.9406               101
Japan                                                 12.9341             19853
Sint Maarten (Dutch part)                             12.8947                19
Czechia                                               12.6858              3004
Senegal                                               12.4639              1054
Kuwait                                                12.3908               412
Gambia                                                12.3676               555
Eswatini                                              12.2727               143
United Arab Emirates                                  12.2504              2460
Papua New Guinea                                      12.2304               716
China                                                 12.1599             93436
Egypt                                                 11.672               7193
Ukraine                                               11.6522              2231
Uzbekistan                                            11.1992               236
Christmas Island                                      11                     88
Martinique                                            10.8                   15
Iraq                                                  10.6075               963
Micronesia, Federated States of                       10.5113               573
Kazakhstan                                            10.1753               251
Russia                                                 9.95999            10422
Tokelau                                                9.84302              172
Belize                                                 9.33929               56
Latvia                                                 9.19333              750
Algeria                                                8.19722             1369
Guadeloupe                                             8.0456               614

AVERAGE CITATIONS PER NUMBER OF UNIQUE AUTHOR COUNTRIES
  Unique Countries    Ave. Citations    No. of Papers
------------------  ----------------  ---------------
                84          413                     1
                80           22                     1
                79            8.5                   2
                76            2.5                   2
                74           41                     1
                68            6                     1
                67            5                     1
                63            7                     1
                61           17                     1
                59           16                     2
                57           26.5                   2
                56           98.75                  4
                55           73.2                   5
                54           12.8333                6
                53           26.8571                7
                52           32                     4
                51           60.125                 8
                50           16.6667                9
                49           22.9231               13
                48           29                    13
                47           26.0909               22
                46           21.4783               23
                45           16.1579               19
                44           51.4167               24
                43           20.3333               42
                42           14.4889               45
                41           23.5116               43
                40           21.2                  45
                39           19.2949               78
                38           20.9571               70
                37           16.7                  90
                36           20.9495               99
                35           20.36                150
                34           26.2384              151
                33           25.0361              166
                32           20.4495              198
                31           26.3568              241
                30           19.9426              244
                29           21.6461              308
                28           17.8309              343
                27           19.458               369
                26           17.7932              469
                25           17.3979              470
                24           15.8959              605
                23           15.7215              650
                22           20.985               735
                21           16.0417              863
                20           16.658               959
                19           17.6426             1038
                18           19.2437             1075
                17           13.2437             1272
                16           14.8801             1301
                15           19.167              1413
                14           16.8774             1435
                13           16.1739             1512
                12           15.8223             1581
                11           14.9021             1675
                10           14.9847             2021
                 9           16.8549             2591
                 8           17.8137             3479
                 7           18.627              4898
                 6           18.8506             7778
                 5           18.5429            11281
                 4           19.1403            20564
                 3           19.1465            38064
                 2           16.8948            44801
                 1           12.9394           111302

AVERAGE CITATIONS PER LENGTH OF PAPER
  Length (Pages)    Ave. Citations    No. of Papers
----------------  ----------------  ---------------
            1126          0                       1
             425          1                       1
             317          0                       1
             306         21                       1
             298         20                       1
             269          0                       2
             259          2                       1
             257          0                       1
             254          0                       1
             251          0                       1
             243        972                       1
             234          1                       1
             232          0                       1
             222          0.5                     2
             221          1                       1
             220          0                       1
             217          0                       1
             196          0                       1
             194          0                       1
             192          1                       1
             182         12                       1
             176          0                       1
             172        184                       1
             168         12                       1
             164          0                       1
             160          0                       1
             157          0                       1
             153          0                       1
             151          0                       1
             147          4.5                     2
             143          2                       1
             141          0                       1
             136         57                       2
             135          0                       1
             130          0                       1
             128          2                       1
             121        211                       1
             120          0                       1
             119          2                       1
             117          0                       1
             116          9.25                    4
             115         18                       1
             114         17                       3
             113          0                       1
             112          3                       3
             111        103                       2
             108          0                       1
             106          0                       1
             105         14                       1
             104         44.3333                  3
             103          0                       1
             101         25                       1
             100         58                       1
              99          8                       1
              98          2.5                     2
              97        199.5                     2
              96          5                       2
              95          7                       1
              94         11                       2
              93          0                       1
              92         31                       2
              90         44                       1
              89         47                       1
              88         30.5                     2
              87          0                       1
              86        181.5                     2
              84         97                       1
              82         98                       1
              81          7.6                     5
              80         88.5                     4
              79       1833                       1
              78         94.5                     2
              77         56.25                    4
              76         26.3333                  6
              74         21.125                   8
              73          4.8                     5
              72         10.3333                  3
              71         34.6667                  3
              70         29.8333                  6
              69        393.25                    4
              68         62.6667                  6
              67         24.5556                  9
              66        148.8                    10
              65         27.9231                 13
              64         21.1667                  6
              63         37.4444                  9
              62         44.2143                 14
              61         91.3                    10
              60        118                       9
              59         66.2857                  7
              58         50.7857                 14
              57         39.85                   20
              56         25.5217                 23
              55         28.0588                 17
              54         32.6154                 13
              53         41.4762                 21
              52         49.7647                 34
              51         21.069                  29
              50         35.9231                 26
              49         39.25                   32
              48         41.8824                 51
              47         65.9737                 38
              46         44                      46
              45         43.4151                 53
              44         31.4375                 80
              43         49.7213                 61
              42         67.64                   75
              41         29.7615                109
              40         57.3763                 93
              39         27.7068                133
              38         38.1747                166
              37         31.2515                171
              36         32.3571                210
              35         33.312                 234
              34         29.862                 297
              33         23.8813                320
              32         28.6972                393
              31         32.2804                535
              30         24.7206                612
              29         26.3817                710
              28         33.5597                854
              27         27.7995               1167
              26         20.6872               1314
              25         23.4395               1718
              24         23.4194               2141
              23         21.3023               2514
              22         19.8742               3259
              21         18.8839               3885
              20         20.5303               4961
              19         19.133                5775
              18         21.1595               7255
              17         19.7471               8490
              16         19.7529              10197
              15         18.8951              12028
              14         18.9435              14174
              13         18.6765              16154
              12         17.9572              18885
              11         17.5833              20542
              10         16.6699              22500
               9         16.0089              22404
               8         14.1437              22596
               7         13.4314              19349
               6         11.4258              17680
               5         10.4561              12547
               4          8.56783             11528
               3          6.56031              7917
               2          2.04673              7319
               1          0.806211            15166
               0          6.96553              2263

AVERAGE CITATIONS PER NUMBER OF REFERENCES
  No. of References    Ave. Citations    No. of Papers
-------------------  ----------------  ---------------
               1343          0                       1
               1249          0.5                     2
               1145          0                       1
               1138          1                       1
               1133          0                       1
               1110          0                       1
               1078          0                       1
               1023          0                       1
                902          0                       1
                854          0                       1
                831        181.5                     2
                807          0                       1
                798          0                       1
                788        205                       1
                786         27                       1
                783          1                       1
                757          0                       1
                735          0                       1
                708          7                       1
                661         71                       1
                637          1                       1
                631          3                       1
                624          0                       1
                577         29                       1
                564        130                       1
                552          1                       1
                533         38                       1
                525         20                       1
                523        184                       1
                521          2                       1
                516         17                       1
                513        341                       1
                488         34.6667                  3
                484         72                       1
                483         37                       1
                473         13                       1
                444         14                       1
                442        529                       1
                440          3                       1
                435         98                       1
                434          0                       1
                428         14                       1
                426         17                       1
                425         22                       1
                422        106                       1
                417        103.5                     2
                416          5                       1
                414        636                       2
                413          5                       1
                411          6.5                     2
                409        210                       1
                405         10                       1
                404        492                       1
                403        211                       1
                402          8                       1
                400         31                       1
                398         18                       1
                395         12                       1
                394         22.5                     2
                393         21                       1
                392          0                       1
                391         23                       2
                389          0                       1
                388        101                       2
                387         50.6667                  3
                384         13.5                     2
                383        289                       1
                380        125                       1
                379         15                       1
                378         25                       1
                377         18                       1
                376         21                       1
                374         69.4                     5
                373         97.5                     2
                372          5                       1
                370        156                       1
                369        135                       1
                368         20                       1
                365        204                       3
                363        425.5                     2
                362          7                       1
                360          0                       1
                359         29.5                     2
                358          1                       1
                356        152                       1
                354         15                       2
                353         84.5                     6
                351         36.5                     2
                349         61.6667                  3
                348         62                       2
                347         35.6667                  3
                345         65.6667                  3
                344          0                       1
                342         33                       1
                341         91                       2
                339         69.75                    4
                335         37                       2
                334         10                       1
                333         23.5                     2
                332        110.333                   3
                331         48.5                     2
                330          7                       1
                329         37                       1
                328         24.25                    4
                327         34.3333                  3
                326          4                       2
                325          5.5                     2
                324         53                       4
                323         29.5                     2
                322         15.25                    4
                321        414                       1
                320         11                       2
                319         21.3333                  3
                318        109                       2
                317         55.6667                  3
                316         43                       2
                314         99                       4
                313         66.3333                  3
                312          9                       3
                311         20.6667                  3
                310         31                       4
                309        367                       1
                308         41.3333                  3
                307          2                       1
                306         60                       8
                305         37                       6
                304         45.6667                  3
                303        190                       2
                302         12.8                     5
                301         30                       2
                300         29.5                     4
                299         50                       3
                298         95.5714                  7
                297         32                       2
                296         67.375                   8
                295         49.6667                  3
                294         83                       2
                293        109.4                     5
                292         38.7143                  7
                291         35                       4
                290         54.6                     5
                289         27                       3
                288         33.5714                  7
                287         72.1429                  7
                286         39                       4
                285         57.1429                  7
                284         80.6                     5
                283         53                       2
                282        133.4                     5
                281         23                       4
                280         52                       7
                279        184                       3
                278         17.4286                  7
                277         34.9                    10
                276         22.4286                  7
                275         45.6                    10
                274         86                       2
                273        559.4                     5
                272         32.875                   8
                271         24.8                     5
                270        104.429                   7
                269         20.75                    4
                268         46.5                     6
                267         25                       7
                266         33.3333                  9
                265         27.3                    10
                264         15.2222                  9
                263        283.333                   3
                262         12                       8
                261         46.9333                 15
                260         32.75                    8
                259         35.1818                 11
                258         31                       8
                257         86.3333                 12
                256         36.8571                  7
                255         26.1818                 11
                254         28.8182                 11
                253         46.2727                 11
                252         28.375                   8
                251         77.6364                 11
                250        114.375                   8
                249         46.3846                 13
                248         24                      13
                247        104.8                    10
                246         35.6667                 12
                245         65.1875                 16
                244        121.6                    20
                243         29.6923                 13
                242         25.6429                 14
                241        102.15                   20
                240         16.8                    15
                239         37.5263                 19
                238         85.3684                 19
                237         35.2143                 14
                236         39.25                   24
                235         58.0909                 11
                234         44                      16
                233         50.7778                 18
                232         29.5556                 18
                231         38.1667                 18
                230         36.625                  16
                229         55.0476                 21
                228         34                      24
                227         31.8667                 15
                226         44.3077                 13
                225         45.6842                 19
                224         24.9091                 22
                223         72.0952                 21
                222         77.3846                 26
                221         29.7368                 19
                220         56.1905                 21
                219        134.3                    20
                218         41.2632                 19
                217         32.3478                 23
                216         30.2414                 29
                215         33.2424                 33
                214         32.8974                 39
                213         31.8148                 27
                212         44.814                  43
                211         53.52                   25
                210         30.2963                 27
                209         65.8889                 27
                208         45.9394                 33
                207         32.975                  40
                206         81.6129                 31
                205         32.0976                 41
                204         33.881                  42
                203         67.6471                 34
                202         21.0789                 38
                201         51.4103                 39
                200         25.2727                 44
                199         54.7556                 45
                198         40.7955                 44
                197         45.3158                 57
                196         48.6364                 44
                195         26.2885                 52
                194         24.6964                 56
                193         54.6441                 59
                192         40.7679                 56
                191         28.0476                 42
                190         30.1053                 57
                189         37.7931                 58
                188         34.3906                 64
                187         54.88                   50
                186         37.3889                 54
                185         30.86                   50
                184         36.8615                 65
                183         70.7143                 56
                182         33.4386                 57
                181         38.8356                 73
                180         34.6341                 82
                179         48.209                  67
                178         35.56                   75
                177         45.6375                 80
                176         47.7179                 78
                175         35.6418                 67
                174         35.5443                 79
                173         39.8539                 89
                172         39.8182                 99
                171         29.1264                 87
                170         35.6                    85
                169         24.6133                 75
                168         50.5155                 97
                167         38.9266                109
                166         33.25                  108
                165         39.9375                 96
                164         33.5728                103
                163         40.9231                104
                162         34.125                 112
                161         35.0442                113
                160         32.719                 121
                159         31.7686                121
                158         33.1393                122
                157         44.1495                107
                156         35.9565                115
                155         38.0476                147
                154         30.8189                127
                153         34.6642                137
                152         36.0065                153
                151         31.4154                130
                150         27.4768                151
                149         33.6104                154
                148         34.9076                184
                147         28.6623                151
                146         40.3701                127
                145         29.4968                157
                144         41.9342                152
                143         42.9153                189
                142         34.3933                178
                141         30.7596                183
                140         38.2337                184
                139         44.2489                221
                138         31.514                 214
                137         32.4242                198
                136         30.6065                216
                135         33.4856                208
                134         37.0619                226
                133         36.5818                220
                132         33.9301                229
                131         32.9269                219
                130         36.2033                246
                129         30.5253                257
                128         33.5                   288
                127         31.8893                244
                126         33.8759                274
                125         37.4248                266
                124         36.5891                275
                123         32.8327                275
                122         28.2033                300
                121         27.2385                327
                120         32.0206                339
                119         31.4905                316
                118         37.7455                330
                117         32.1716                303
                116         31.0118                339
                115         29.7722                316
                114         33.7493                355
                113         30.7532                385
                112         35.9368                348
                111         31.7581                401
                110         27.2725                411
                109         34.1238                412
                108         28.1917                459
                107         31.5284                422
                106         30.0659                455
                105         31.4545                462
                104         31.8088                455
                103         30.8064                470
                102         33.4124                502
                101         30.1961                510
                100         32.577                 721
                 99         25.6965                659
                 98         31.4072                555
                 97         25.5745                604
                 96         29.0561                553
                 95         26.9279                541
                 94         26.487                 538
                 93         32.2293                567
                 92         27.1886                594
                 91         29.4937                555
                 90         25.5088                623
                 89         24.0932                601
                 88         25.629                 628
                 87         27.4016                610
                 86         24.5589                603
                 85         25.4006                714
                 84         25.8483                712
                 83         26.5259                694
                 82         22.7707                702
                 81         24.5352                725
                 80         25.2961                787
                 79         27.4875                802
                 78         23.1231                772
                 77         22.8594                775
                 76         26.4809                786
                 75         23.6686                842
                 74         24.9179                840
                 73         21.9698                861
                 72         23.2559                938
                 71         22.1372                940
                 70         23.2495                966
                 69         21.4657                977
                 68         21.9115               1051
                 67         23.6701               1073
                 66         21.3447               1117
                 65         20.6945               1126
                 64         21.7355               1172
                 63         20.7047               1263
                 62         21.2204               1325
                 61         19.2792               1325
                 60         18.6989               1468
                 59         17.7892               1442
                 58         20.4657               1574
                 57         18.9169               1529
                 56         19.2904               1684
                 55         19.9929               1696
                 54         18.6049               1787
                 53         19.4101               1924
                 52         20.0502               2051
                 51         18.8891               2092
                 50         18.3617               2248
                 49         18.9385               2262
                 48         18.2096               2429
                 47         17.8643               2521
                 46         17.206                2578
                 45         18.2024               2762
                 44         17.9147               2777
                 43         19.5798               3003
                 42         16.4097               3083
                 41         16.1829               3307
                 40         16.5587               3730
                 39         16.6941               3645
                 38         16.8375               3778
                 37         15.9006               3751
                 36         16.5992               3950
                 35         16.6909               4151
                 34         16.3005               4146
                 33         15.5765               4359
                 32         17.3248               4391
                 31         14.969                4683
                 30         14.7407               4941
                 29         15.1234               4967
                 28         14.1412               4978
                 27         15.0832               4974
                 26         14.5294               5117
                 25         14.5191               5163
                 24         13.8022               5086
                 23         13.054                5091
                 22         13.1503               5169
                 21         13.4394               5266
                 20         12.2297               5725
                 19         12.5694               5283
                 18         13.1936               5347
                 17         11.5585               5438
                 16         11.3142               5432
                 15         10.9836               5808
                 14         10.786                5532
                 13         11.1883               5200
                 12          9.61135              5532
                 11          9.91306              5291
                 10          8.57007              5687
                  9          8.08309              5163
                  8          7.56859              4724
                  7          7.28201              4475
                  6          6.82678              4122
                  5          5.79631              3682
                  4          5.03463              3003
                  3          5.09593              2481
                  2          3.34383              1905
                  1          0.597574             6759
                  0          2.73578             16679

PERCENTAGE OF AFFILIATIONS PER YEAR
  Year  Affiliation %      Total Papers
------  ---------------  --------------
  1957  0.00%                        33
  1958  0.00%                        40
  1960  0.00%                        33
  1961  0.00%                        29
  1962  0.00%                        64
  1963  0.00%                        43
  1964  0.00%                        34
  1965  0.00%                       290
  1966  0.00%                       292
  1967  0.00%                       346
  1968  0.00%                       348
  1969  0.00%                       435
  1970  0.00%                       431
  1971  0.00%                       504
  1972  3.93%                       560
  1973  75.75%                      767
  1974  80.75%                      774
  1975  79.68%                      497
  1976  80.22%                      829
  1977  76.68%                      759
  1978  29.94%                     1089
  1979  29.92%                      976
  1980  28.47%                     1317
  1981  31.33%                     1331
  1982  36.17%                     1396
  1983  29.83%                     1257
  1984  31.18%                     1488
  1985  33.43%                     1325
  1986  34.87%                     1196
  1987  32.45%                     1621
  1988  32.56%                     2024
  1989  32.02%                     2180
  1990  36.07%                     2373
  1991  35.77%                     2052
  1992  41.14%                     2489
  1993  39.54%                     1965
  1994  44.93%                     2546
  1995  43.06%                     2761
  1996  51.66%                     3097
  1997  50.38%                     3426
  1998  88.92%                     3582
  1999  89.77%                     3791
  2000  89.58%                     4202
  2001  91.90%                     4543
  2002  90.93%                     5092
  2003  89.79%                     5367
  2004  90.76%                     5594
  2005  90.21%                     6540
  2006  88.11%                     7772
  2007  87.38%                     8164
  2008  88.21%                     8989
  2009  88.39%                     9457
  2010  87.65%                    10303
  2011  89.65%                    10938
  2012  87.92%                    11163
  2013  88.03%                    12149
  2014  92.95%                    11850
  2015  93.47%                    12723
  2016  92.89%                    13722
  2017  93.73%                    12946
  2018  94.20%                    12189
  2019  95.28%                    12042
  2020  94.93%                    13600
  2021  93.78%                    14897
  2022  94.34%                    17757
  2023  93.83%                    17023
  2024  94.74%                       19

TOTAL PAPERS: 301431


Results written to 'results.xlsx'
