AVERAGE CITATIONS PER YEAR - line
  Publish Year    Ave. Citations    No. of Papers
                 5           30.7749              351
                 4           37.2464              625
                 3           32.6332             1006
                 2           31.415              1094
                 1           26.1631             2538

AVERAGE CITATIONS PER LENGTH OF PAPER - Table
  Length (Pages)    Ave. Citations    No. of Papers
----------------  ----------------  ---------------
              99           1                      1
              77          83                      1
              61          27                      1
              58           1                      1
              56          10                      1
              51          26                      1
              50          43                      1
              49           0                      1
              46           8.5                    2
              45          24.5                    2
              44          76.5                    2
              43           3                      1
              42          84.5                    2
              41          27                      2
              40          70.5                    4
              38          14                      3
              37          18.5                    2
              36         140.714                  7
              35          51.6667                 3
              34          26.2                    5
              33          78.3333                 6
              32          76.2857                 7
              31          68.4615                13
              30          30.1429                 7
              29          21.7273                11
              28          64.5                   14
              27          36.9091                11
              26          26.6923                13
              25         103.774                 31
              24          81.7931                29
              23          42.0294                34
              22          59.359                 39
              21          55                     41
              20          38.6981                53
              19          35.9639                83
              18          42.6055               109
              17          34.5487               113
              16          33.5137               146
              15          32.1813               193
              14          33.4699               249
              13          36.5815               325
              12          32.5229               415
              11          32.6844               545
              10          31.7319               675
               9          38.1669               743
               8          36.1529               726
               7          38.9301               701
               6          36.4146               591
               5          27.7615               436
               4          26.9295               312
               3           9.05668              247
               2           2.18287              432
               1           1.44522              575
               0          16.9634                82

AVERAGE CITATIONS PER NUMBER OF REFERENCES - Line
  No. of References    Ave. Citations    No. of Papers
-------------------  ----------------  ---------------
                377         185                      1
                338         153                      1
                330          38                      2
                326          63                      1
                321          13                      1
                300         261                      1
                293          19                      1
                286          88                      1
                280         201                      1
                260          23                      1
                257         187                      2
                250         214                      1
                248          44                      1
                244          11                      1
                240           8                      1
                235          27                      1
                228         377                      1
                223          23                      1
                213         130.667                  3
                211          22                      2
                205         624                      1
                200          35                      1
                199          36                      1
                198         116.5                    2
                197           6                      1
                195          26                      1
                193           4                      1
                192          92                      1
                191          27                      1
                190          21                      1
                189          92.5                    2
                186         115                      2
                185          65.5                    2
                184         194.5                    2
                179          59                      2
                178           5                      1
                177          24                      1
                176          36                      1
                175          17                      1
                172         113.5                    2
                170         104                      1
                168          21                      1
                167         106.5                    4
                165         105                      3
                164          35                      2
                162          88                      1
                159           3                      1
                158          24                      1
                155          95                      1
                152          55                      1
                151           1                      1
                150         115                      1
                149          44                      1
                148          37.25                   4
                147          34                      2
                146          22                      1
                145          32.6667                 3
                144          64                      2
                143         127                      2
                142         135.5                    2
                141           5.5                    2
                140          19                      2
                139          28.2                    5
                138         128                      1
                137         406                      2
                136          44.5                    2
                135          33                      3
                134          63                      1
                133          37.25                   4
                132           9.25                   4
                131         107.75                   4
                130           5                      1
                129          80.8                    5
                128           2                      1
                127          10.5                    2
                126          19                      1
                125          16                      3
                124          54.6667                 3
                123          44                      3
                122          35.25                   4
                121          24                      4
                120          23.2                    5
                119          16.6667                 3
                118          36.5                    2
                117          42.6667                 3
                116          71                      1
                115          52.3333                 3
                114          15.3333                 3
                113          21.625                  8
                112          20.3333                 3
                111         103.5                    4
                110          21                      7
                109          97.75                   8
                108          15.25                   4
                107          29.2                    5
                106          56.5455                11
                105          42.4286                 7
                104          50.5                    4
                103          25.6667                 6
                102          80.8333                 6
                101          17.75                   8
                100         104.286                  7
                 99          11                      9
                 98          38.3                   10
                 97          16.1111                 9
                 96          35.2667                15
                 95          58                     11
                 94          38.8                    5
                 93          67.0769                13
                 92          99.75                   8
                 91          28.9                   10
                 90          10.8333                12
                 89          13.0769                13
                 88          53.8                   10
                 87          26.3529                17
                 86          43.9375                16
                 85          33.1579                19
                 84          54.6875                16
                 83          32.7895                19
                 82          34.2222                18
                 81          29.7647                17
                 80          50.5789                19
                 79          22.2381                21
                 78          39.375                 16
                 77          48.7368                19
                 76          28.0385                26
                 75          20.92                  25
                 74          23.8095                21
                 73          36.3103                29
                 72          16.7917                24
                 71          44.8378                37
                 70          20                     26
                 69          36.5714                35
                 68          30.2128                47
                 67          41.9474                38
                 66          35.4242                33
                 65          45.1818                33
                 64          31.2083                48
                 63          49.025                 40
                 62          28.0851                47
                 61          34.6818                44
                 60          50.62                  50
                 59          36.1207                58
                 58          39.9242                66
                 57          30.3333                60
                 56          53.6338                71
                 55          33.0429                70
                 54          47.5385                65
                 53          45.5517                58
                 52          46.5                   92
                 51          39.0361                83
                 50          43.3864                88
                 49          39.2143                84
                 48          34.0659                91
                 47          40.1562                96
                 46          40.0532                94
                 45          38.5225               111
                 44          42.9752               121
                 43          31.2609                92
                 42          43.1698               106
                 41          42.9237               118
                 40          33.5556               117
                 39          44.4757               103
                 38          48.2903               124
                 37          41.3448               145
                 36          40.3488               129
                 35          39.7857               126
                 34          36.6016               128
                 33          35.916                119
                 32          33.8303               165
                 31          30.1746               126
                 30          41.3277               119
                 29          33.5139               144
                 28          38.0227               132
                 27          38.7063               126
                 26          31.4308               130
                 25          25.4122               131
                 24          27.6134               119
                 23          28.9795               146
                 22          30.6557               122
                 21          29.1607               112
                 20          39.6815               135
                 19          32.944                125
                 18          23.8362               116
                 17          26.1311               122
                 16          26.2604                96
                 15          45.8304               112
                 14          22.6881               109
                 13          22.396                101
                 12          17.283                106
                 11          13.3333               105
                 10          14.9138               116
                  9          12.7629                97
                  8          15.5                   90
                  7          10.7467                75
                  6           5.91045               67
                  5          10.7564                78
                  4           6.7541                61
                  3           6.2125                80
                  2           3.03636               55
                  1           1.4094               149
                  0           1.24313              691

PERCENTAGE OF AFFILIATIONS PER YEAR - Line
  Year  Affiliation %      Total References
------  ---------------  ------------------
  1938  0.00%                             1
  1946  0.00%                             2
  1947  0.00%                             2
  1950  0.00%                             2
  1952  0.00%                             6
  1953  0.00%                             3
  1954  0.00%                             1
  1955  0.00%                             3
  1956  0.00%                             2
  1957  0.00%                             1
  1958  0.00%                             3
  1959  0.00%                             4
  1960  0.00%                             1
  1961  0.00%                             4
  1962  0.00%                             6
  1963  0.00%                             1
  1964  0.00%                             3
  1965  0.00%                             7
  1966  14.29%                            7
  1967  11.11%                            9
  1968  0.00%                             8
  1969  0.00%                            17
  1970  5.56%                            18
  1971  0.00%                            16
  1972  0.00%                            12
  1973  66.67%                           15
  1974  96.00%                           25
  1975  89.66%                           29
  1976  100.00%                          17
  1977  82.76%                           29
  1978  23.40%                           47
  1979  27.27%                           33
  1980  42.55%                           47
  1981  38.46%                           39
  1982  41.67%                           48
  1983  40.62%                           64
  1984  52.00%                           50
  1985  45.31%                           64
  1986  60.66%                           61
  1987  55.74%                           61
  1988  56.92%                           65
  1989  45.07%                           71
  1990  52.31%                           65
  1991  56.25%                           64
  1992  43.90%                           82
  1993  64.86%                           74
  1994  58.33%                           72
  1995  56.04%                           91
  1996  61.36%                           88
  1997  74.65%                          142
  1998  89.29%                          112
  1999  88.19%                          144
  2000  92.52%                          147
  2001  93.37%                          181
  2002  92.62%                          122
  2003  91.01%                          178
  2004  93.18%                          176
  2005  90.30%                          134
  2006  92.77%                          166
  2007  94.38%                          160
  2008  96.45%                          197
  2009  94.93%                          217
  2010  96.17%                          209
  2011  95.18%                          228
  2012  96.89%                          225
  2013  94.16%                          257
  2014  95.93%                          270
  2015  97.19%                          285
  2016  96.02%                          327
  2017  95.40%                          326
  2018  95.44%                          351
  2019  95.76%                          354
  2020  92.93%                          382
  2021  95.56%                          473
  2022  95.75%                          447
  2023  96.68%                          392
  2024  87.50%                            8

TOTAL PAPERS: 8050


Process finished with exit code 0
